DFT_ID,Alloy,SWS0,B0,C11,C12,C44,cprime,B,G_V,G_R,G_VRH,E,nu,B_G_ratio,Cauchy,A,Hv,R2_cprime,R2_c44,n_drop_cprime,n_drop_c44,born_stable
DFT_1039,Ti25Zr20Hf5Mo30W20,3.035567,164.05,263.59,114.28,65.56,74.65,164.05,69.20,68.92,69.06,181.68,0.3154,2.3756,48.72,0.8782,5.66,0.999996,0.999822,0,0,Y
DFT_1040,Ti25Zr25V30Mo20,3.004943,131.02,197.83,97.62,49.98,50.10,131.02,50.03,50.03,50.03,133.14,0.3306,2.6189,47.64,0.9975,3.40,0.999976,0.999932,0,0,Y
DFT_1041,Ti25Zr25Hf5Nb15Ta25W5,3.129628,131.09,179.12,107.08,66.08,36.02,131.09,54.06,49.54,51.80,137.31,0.3254,2.5307,41.00,1.8345,3.79,0.999971,0.999977,0,0,Y
DFT_1042,Ti25Zr25Hf40Nb5Ta5,3.199990,120.03,143.46,108.31,77.31,17.58,120.03,53.42,32.77,43.09,115.46,0.3397,2.7854,31.00,4.3987,2.45,0.998081,0.999994,0,0,Y
DFT_1043,Ti25Zr30Nb30Mo15,3.106041,124.86,184.12,95.23,49.76,44.45,124.86,47.63,47.49,47.56,126.61,0.3310,2.6252,45.47,1.1196,3.19,0.999955,0.999885,0,0,Y
DFT_1044,Ti25Zr30V35Mo5W5,3.024863,119.99,171.19,94.39,53.31,38.40,119.99,47.34,46.14,46.74,124.11,0.3276,2.5670,41.08,1.3883,3.29,0.999957,0.999947,0,0,Y
DFT_1045,Ti25Zr40V5Mo30,3.087397,124.28,186.53,93.16,50.94,46.68,124.28,49.24,49.15,49.19,130.38,0.3252,2.5263,42.22,1.0912,3.61,0.999974,0.999889,0,0,Y
DFT_1046,Ti25Zr40Hf5V5W25,3.113245,129.27,181.91,102.95,63.98,39.48,129.27,54.18,51.26,52.72,139.23,0.3205,2.4520,38.97,1.6204,4.12,0.999987,0.999951,0,0,Y
DFT_1047,Ti30Nb5Ta30Mo15W20,3.017405,182.41,289.07,129.08,78.05,79.99,182.41,78.83,78.82,78.82,206.70,0.3111,2.3142,51.03,0.9758,6.64,0.999995,0.999888,0,0,Y
DFT_1048,Ti30Nb5Ta50W15,3.053740,165.93,249.96,123.92,82.76,63.02,165.93,74.86,73.54,74.20,193.73,0.3054,2.2361,41.16,1.3132,6.69,0.999857,0.999990,0,0,Y
DFT_1049,Ti30Nb10Ta30W30,3.028565,182.27,283.07,131.87,81.61,75.60,182.27,79.21,79.09,79.15,207.42,0.3103,2.3029,50.26,1.0795,6.72,0.999994,0.999943,0,0,Y
DFT_1050,Ti30Nb10Ta50Mo5W5,3.059406,164.05,241.07,125.54,77.50,57.77,164.05,69.60,68.18,68.89,181.30,0.3158,2.3812,48.04,1.3416,5.62,0.999607,0.999987,0,0,Y
DFT_1051,Ti30Nb45Mo15W10,3.023502,165.00,261.91,116.54,56.78,72.68,165.00,63.14,62.23,62.69,166.92,0.3314,2.6322,59.76,0.7812,4.25,0.999975,0.999934,0,0,Y
DFT_1052,Ti30V20Nb5Mo30W15,2.940006,184.31,306.31,123.31,65.08,91.50,184.31,75.65,73.58,74.61,197.23,0.3217,2.4702,58.23,0.7112,5.65,0.999995,0.999562,0,0,Y
DFT_1054,Ti30V35Nb5W30,2.931404,178.12,280.87,126.74,68.68,77.07,178.12,72.03,71.80,71.92,190.16,0.3221,2.4767,58.06,0.8912,5.44,0.999979,0.999915,0,0,Y
DFT_1055,Ti30V35Nb5Mo5W25,2.928715,176.37,279.32,124.89,65.95,77.21,176.37,70.46,70.04,70.25,186.05,0.3242,2.5106,58.94,0.8542,5.20,0.999962,0.999921,0,0,Y
DFT_1056,Ti30V35Nb5Ta5Mo10W15,2.934084,169.67,266.09,121.46,62.25,72.31,169.67,66.27,65.92,66.10,175.50,0.3276,2.5670,59.21,0.8608,4.71,0.999949,0.999957,0,0,Y
DFT_1057,Ti30Hf10Nb35Mo15W10,3.042393,159.29,244.87,116.50,60.95,64.19,159.29,62.25,62.21,62.23,165.17,0.3272,2.5598,55.55,0.9496,4.46,0.999978,0.999977,0,0,Y
DFT_1058,Ti30Hf10V15Ta45,3.059944,147.40,188.46,126.87,72.81,30.79,147.40,56.00,47.10,51.55,138.51,0.3434,2.8593,54.06,2.3642,2.87,0.999959,0.999971,0,0,Y
DFT_1059,Ti30Hf10V20Ta25W15,3.018220,162.77,232.98,127.66,74.81,52.66,162.77,65.95,64.04,64.99,172.08,0.3238,2.5044,52.85,1.4207,4.85,0.999535,0.999968,2,1,Y
DFT_1061,Ti30Hf15Nb20Mo5W30,3.039996,170.34,260.93,125.04,73.07,67.94,170.34,71.02,70.93,70.97,186.96,0.3171,2.4000,51.97,1.0755,5.69,0.999981,0.999967,0,0,Y
DFT_1062,Ti30Hf15V5Mo30W20,2.999734,176.79,284.01,123.18,72.36,80.41,176.79,75.58,75.38,75.48,198.23,0.3131,2.3422,50.82,0.8998,6.27,0.999992,0.999824,0,0,Y
DFT_1064,Ti30Hf15V20Mo10W25,2.989391,168.07,257.02,123.59,71.42,66.71,168.07,69.54,69.46,69.50,183.23,0.3183,2.4184,52.18,1.0705,5.51,0.999976,0.999962,0,0,Y
DFT_1065,Ti30Hf15V30Mo15W10,2.973783,155.20,232.87,116.36,62.86,58.26,155.20,61.02,60.93,60.97,161.74,0.3263,2.5453,53.51,1.0790,4.42,0.999978,0.999983,0,0,Y
DFT_1066,Ti30Hf15V40Ta10W5,2.985185,140.12,194.47,112.95,63.66,40.76,140.12,54.50,51.98,53.24,141.76,0.3314,2.6319,49.29,1.5617,3.59,0.999956,0.999995,0,0,Y
DFT_1067,Ti30Hf20Nb25Ta20W5,3.100327,146.17,200.25,119.13,70.72,40.56,146.17,58.66,54.51,56.58,150.35,0.3286,2.5833,48.41,1.7438,3.98,0.999980,0.999984,0,0,Y
DFT_1068,Ti30Hf25Mo30W15,3.036534,167.43,257.49,122.40,71.77,67.55,167.43,70.08,70.02,70.05,184.43,0.3164,2.3901,50.62,1.0626,5.67,0.999990,0.999952,0,0,Y
DFT_1069,Ti30Hf25Nb10Ta20Mo5W10,3.092266,153.30,211.52,124.19,75.30,43.67,153.30,62.65,58.38,60.51,160.43,0.3256,2.5333,48.89,1.7243,4.43,0.999982,0.999992,0,0,Y
DFT_1070,Ti30Hf25Nb30Mo15,3.085693,144.83,206.08,114.20,62.03,45.94,144.83,55.59,54.40,55.00,146.46,0.3315,2.6334,52.18,1.3502,3.72,0.999985,0.999982,0,0,Y
DFT_1071,Ti30Hf25V15Nb5Mo25,3.030312,147.64,215.87,113.53,62.11,51.17,147.64,57.74,57.22,57.48,152.63,0.3277,2.5687,51.41,1.2138,4.10,0.999986,0.999984,0,0,Y
DFT_1072,Ti30Hf25V30W15,3.015445,144.38,199.82,116.66,68.18,41.58,144.38,57.54,54.29,55.92,148.57,0.3285,2.5821,48.48,1.6398,3.94,0.999983,0.999988,0,0,Y
DFT_1073,Ti30Hf35V25Mo10,3.053244,134.06,177.09,112.55,65.79,32.27,134.06,52.38,46.48,49.43,132.06,0.3358,2.7121,46.76,2.0385,3.10,0.999985,0.999990,0,0,Y
DFT_1074,Ti30Hf40Ta20W10,3.127851,150.19,190.89,129.84,81.61,30.53,150.19,61.18,48.89,55.03,147.12,0.3367,2.7292,48.23,2.6735,3.44,0.999978,0.999996,0,0,Y
DFT_1075,Ti30Zr5V5Nb35W25,3.026070,164.26,255.16,118.81,63.23,68.17,164.26,65.21,65.12,65.16,172.66,0.3248,2.5207,55.58,0.9275,4.81,0.999972,0.999969,0,0,Y
DFT_1076,Ti30Zr5Hf5Nb5Ta30Mo25,3.057868,149.98,224.46,112.74,65.47,55.86,149.98,61.62,61.25,61.44,162.17,0.3198,2.4411,47.27,1.1721,4.83,0.999971,0.999990,0,0,Y
DFT_1077,Ti30Zr5Hf30V5Mo5W25,3.072924,155.54,218.92,123.85,75.36,47.53,155.54,64.23,61.06,62.64,165.69,0.3225,2.4829,48.49,1.5854,4.76,0.999983,0.999990,0,0,Y
DFT_1078,Ti30Zr10Hf10Nb50,3.107342,130.24,182.70,104.01,54.63,39.35,130.24,48.52,47.28,47.90,128.01,0.3362,2.7189,49.38,1.3885,2.97,0.999889,0.999913,0,0,Y
DFT_1079,Ti30Zr10Hf15V10Nb30Ta5,3.094751,128.28,174.25,105.29,59.97,34.48,128.28,49.77,46.28,48.03,128.10,0.3336,2.6709,45.32,1.7393,3.10,0.999945,0.999975,0,0,Y
DFT_1081,Ti30Zr15Nb40W15,3.074049,142.36,212.17,107.46,57.26,52.36,142.36,55.30,55.19,55.24,146.75,0.3282,2.5769,50.20,1.0936,3.91,0.999975,0.999967,0,0,Y
DFT_1082,Ti30Zr15Hf40V15,3.142489,121.20,143.64,109.98,73.21,16.83,121.20,50.66,31.29,40.97,110.47,0.3481,2.9580,36.77,4.3498,1.93,0.998739,0.999966,0,0,Y
DFT_1083,Ti30Zr20Ta35W15,3.092001,146.03,206.83,115.63,73.90,45.60,146.03,62.58,59.20,60.89,160.38,0.3170,2.3982,41.73,1.6208,4.95,0.999980,0.999985,0,0,Y
DFT_1084,Ti30Zr20Nb35Ta5W10,3.094389,133.32,193.03,103.47,57.34,44.78,133.32,52.32,51.56,51.94,137.90,0.3276,2.5670,46.13,1.2804,3.69,0.999974,0.999939,0,0,Y
DFT_1086,Ti30Zr20Hf25V10Nb15,3.136981,119.42,150.13,104.06,65.72,23.03,119.42,48.64,37.74,43.19,115.64,0.3386,2.7649,38.35,2.8531,2.51,0.999901,0.999991,0,0,Y
DFT_1087,Ti30Zr25Nb10Mo30W5,3.055493,141.82,220.65,102.40,54.72,59.12,141.82,56.48,56.40,56.44,149.49,0.3243,2.5128,47.69,0.9255,4.20,0.999992,0.999874,0,0,Y
DFT_1088,Ti30Zr25V10Ta25W10,3.086423,131.95,182.87,106.49,67.27,38.19,131.95,55.64,51.56,53.60,141.63,0.3211,2.4617,39.22,1.7614,4.16,0.999973,0.999981,0,0,Y
DFT_1089,Ti30Zr25V20Nb5Ta5Mo15,3.041719,125.28,182.72,96.56,53.57,43.08,125.28,49.37,48.81,49.09,130.26,0.3267,2.5519,42.99,1.2435,3.52,0.999968,0.999933,0,0,Y
DFT_1090,Ti30Zr30Nb20Ta20,3.139016,118.13,158.61,97.89,61.49,30.36,118.13,49.04,43.61,46.32,122.90,0.3266,2.5502,36.40,2.0253,3.31,0.999920,0.999971,0,0,Y
DFT_1091,Ti30Zr30V10Nb15Mo15,3.078885,120.97,174.97,93.97,51.32,40.50,120.97,46.99,46.37,46.68,124.08,0.3290,2.5914,42.65,1.2671,3.22,0.999957,0.999902,0,0,Y
DFT_1093,Ti30Zr30Hf25Mo15,3.152433,121.97,157.79,104.06,65.81,26.86,121.97,50.23,41.65,45.94,122.45,0.3327,2.6548,38.25,2.4498,2.99,0.999959,0.999984,0,0,Y
DFT_1094,Ti30Zr40V5Nb20W5,3.138927,108.65,145.69,90.13,56.15,27.78,108.65,44.80,39.86,42.33,112.40,0.3276,2.5666,33.98,2.0212,2.94,0.999887,0.999969,0,0,Y
DFT_1095,Ti30Zr40V15W15,3.094956,116.26,159.40,94.69,59.48,32.35,116.26,48.63,44.54,46.58,123.29,0.3233,2.4957,35.21,1.8383,3.49,0.999966,0.999971,0,0,Y
DFT_1096,Ti35Nb25Mo10W30,3.001350,179.46,289.58,124.40,70.21,82.59,179.46,75.16,74.69,74.93,197.32,0.3167,2.3952,54.19,0.8501,5.99,0.999975,0.999810,0,0,Y
DFT_1097,Ti35Nb25Ta35W5,3.063318,154.40,222.23,120.48,70.63,50.88,154.40,62.73,61.13,61.93,163.88,0.3231,2.4931,49.85,1.3883,4.68,0.999973,0.999967,0,0,Y
DFT_1098,Ti35V5Nb5Ta5Mo30W20,2.970770,186.87,309.16,125.72,71.80,91.72,186.87,79.77,78.63,79.20,208.19,0.3143,2.3594,53.92,0.7828,6.45,0.999997,0.999619,0,0,Y
DFT_1099,Ti35V20Nb20Mo10W15,2.969962,163.70,255.40,117.85,60.20,68.78,163.70,63.63,63.36,63.50,168.68,0.3283,2.5780,57.64,0.8754,4.49,0.999974,0.999959,0,0,Y
DFT_1101,Ti35Hf5V5Ta40W15,3.057323,152.32,215.15,120.90,76.41,47.12,152.32,64.70,61.20,62.95,165.98,0.3184,2.4198,44.49,1.6215,5.02,0.999891,0.999987,0,0,Y
DFT_1102,Ti35Hf10V10Nb20Mo25,3.010518,152.00,232.20,111.90,56.94,60.15,152.00,58.22,58.18,58.20,154.84,0.3302,2.6116,54.96,0.9466,4.01,1.000000,0.999974,1,0,Y
DFT_1103,Ti35Hf10V10Nb35W10,3.042285,144.66,209.77,112.10,60.13,48.83,144.66,55.61,55.04,55.33,147.21,0.3304,2.6146,51.97,1.2314,3.80,0.999991,0.999986,2,1,Y
DFT_1104,Ti35Hf20Mo15W30,3.029060,171.94,262.50,126.66,77.23,67.92,171.94,73.51,73.22,73.36,192.68,0.3132,2.3437,49.43,1.1370,6.11,0.999988,0.999942,0,0,Y
DFT_1106,Ti35Hf40V5Mo5W15,3.094010,146.83,192.84,123.83,75.88,34.50,146.83,59.33,51.28,55.31,147.41,0.3327,2.6549,47.95,2.1991,3.67,0.999991,0.999993,0,0,Y
DFT_1107,Ti35Hf40V5Nb5Ta5Mo10,3.110234,138.83,177.40,119.54,72.40,28.93,138.83,55.01,45.22,50.12,134.20,0.3389,2.7701,47.14,2.5027,3.00,0.999992,0.999997,0,0,Y
DFT_1108,Ti35Hf40V10W15,3.092137,144.48,184.99,124.22,75.65,30.39,144.48,57.55,47.40,52.47,140.42,0.3380,2.7533,48.57,2.4898,3.20,0.999988,0.999995,0,0,Y
DFT_1110,Ti35Zr5Hf5V40Nb10Ta5,2.975840,131.19,182.98,105.30,55.50,38.84,131.19,48.84,47.37,48.10,128.59,0.3366,2.7272,49.80,1.4288,2.96,0.999918,0.999994,0,0,Y
DFT_1111,Ti35Zr5Hf20Ta25W15,3.093667,149.10,201.67,122.82,78.34,39.42,149.10,62.77,56.16,59.47,157.47,0.3240,2.5072,44.48,1.9871,4.45,0.999998,0.999993,1,0,Y
DFT_1112,Ti35Zr5Hf40V15Mo5,3.106796,129.43,158.34,114.97,71.31,21.68,129.43,51.46,37.23,44.34,119.39,0.3463,2.9189,43.67,3.2887,2.25,0.999886,0.999989,0,0,Y
DFT_1113,Ti35Zr10Nb25Mo30,3.028342,149.95,236.09,106.88,53.39,64.61,149.95,57.88,57.38,57.63,153.25,0.3297,2.6020,53.49,0.8264,4.00,0.999992,0.999868,0,0,Y
DFT_1114,Ti35Zr10Hf25Ta30,3.140490,136.69,137.07,136.50,73.57,0.28,136.69,44.25,0.70,22.48,63.93,0.4220,6.0808,62.93,259.5346,-1.51,0.698056,0.999585,0,0,Y
DFT_1115,Ti35Zr15Nb10Ta40,3.105856,133.60,180.88,109.96,70.27,35.46,133.60,56.34,50.46,53.40,141.37,0.3236,2.5018,39.69,1.9816,4.01,0.999956,0.999991,0,0,Y
DFT_1116,Ti35Zr15Nb25Ta10Mo15,3.069943,136.48,201.14,104.15,56.48,48.49,136.48,53.29,52.99,53.14,141.10,0.3277,2.5684,47.67,1.1647,3.78,0.999987,0.999963,0,0,Y
DFT_1118,Ti35Zr20Hf20Ta15Mo10,3.131390,127.64,165.19,108.87,69.50,28.16,127.64,52.96,43.79,48.37,128.85,0.3318,2.6386,39.37,2.4678,3.22,0.999985,0.999994,0,0,Y
DFT_1119,Ti35Zr25Nb5Ta10W25,3.079269,143.84,207.05,112.24,68.32,47.41,143.84,59.95,58.07,59.01,155.74,0.3195,2.4375,43.92,1.4411,4.66,0.999974,0.999979,0,0,Y
DFT_1120,Ti35Zr25Hf15Nb25,3.151461,115.46,147.59,99.39,62.73,24.10,115.46,47.28,38.22,42.75,114.16,0.3352,2.7008,36.66,2.6030,2.63,0.999866,0.999984,0,0,Y
DFT_1121,Ti35Zr30Mo5W30,3.070759,143.08,211.65,108.80,66.47,51.43,143.08,60.45,59.51,59.98,157.87,0.3161,2.3856,42.33,1.2925,4.93,0.999984,0.999955,0,0,Y
DFT_1122,Ti40Ta5Mo30W25,2.973178,191.57,314.72,129.99,76.21,92.37,191.57,82.67,81.94,82.31,215.99,0.3121,2.3275,53.78,0.8251,6.82,0.999977,0.999611,0,0,Y
DFT_1123,Ti40Ta25Mo15W20,3.009636,175.66,272.84,127.07,77.53,72.88,175.66,75.67,75.60,75.64,198.43,0.3117,2.3224,49.54,1.0638,6.37,0.999980,0.999929,0,0,Y
DFT_1124,Ti40Nb5Ta5Mo20W30,2.983025,189.06,305.73,130.72,76.54,87.50,189.06,80.93,80.58,80.75,212.07,0.3130,2.3412,54.18,0.8748,6.65,0.999996,0.999717,0,0,Y
DFT_1125,Ti40Nb20Ta5Mo25W10,3.000624,168.17,266.94,118.78,63.18,74.08,168.17,67.54,67.13,67.33,178.22,0.3234,2.4976,55.61,0.8528,5.04,0.999978,0.999913,0,0,Y
DFT_1126,Ti40Nb25Ta15W20,3.033111,162.04,242.96,121.58,70.10,60.69,162.04,66.33,66.00,66.17,174.72,0.3203,2.4489,51.48,1.1551,5.15,0.999959,0.999994,0,0,Y
DFT_1127,Ti40Nb45Ta10Mo5,3.053796,141.99,208.04,108.96,56.56,49.54,141.99,53.75,53.53,53.64,142.92,0.3322,2.6471,52.40,1.1418,3.58,0.999986,0.999963,0,0,Y
DFT_1128,Ti40V5Ta25Mo30,2.998685,164.98,256.15,119.39,67.32,68.38,164.98,67.74,67.74,67.74,178.75,0.3194,2.4355,52.08,0.9845,5.31,0.999960,0.999958,0,0,Y
DFT_1129,Ti40V5Ta45Mo10,3.040313,153.20,219.96,119.82,74.13,50.07,153.20,64.50,62.18,63.34,167.01,0.3183,2.4187,45.69,1.4806,5.06,0.999953,0.999994,0,0,Y
DFT_1130,Ti40V5Nb25Ta15W15,3.028378,156.97,231.95,119.48,67.30,56.24,156.97,62.88,62.39,62.63,165.84,0.3239,2.5062,52.18,1.1968,4.68,0.999965,0.999990,0,0,Y
DFT_1131,Ti40V5Nb35Ta10Mo5W5,3.033282,148.32,218.79,113.08,59.43,52.85,148.32,56.80,56.61,56.71,150.89,0.3304,2.6155,53.65,1.1245,3.89,0.999984,0.999974,0,0,Y
DFT_1132,Ti40V5Nb40Ta5Mo10,3.030138,144.55,215.71,108.97,54.34,53.37,144.55,53.95,53.95,53.95,143.94,0.3340,2.6793,54.63,1.0182,3.51,0.999990,0.999971,0,0,Y
DFT_1133,Ti40V15Ta20Mo10W15,2.986149,164.78,249.76,122.29,71.38,63.74,164.78,68.32,68.11,68.22,179.83,0.3181,2.4156,50.91,1.1198,5.43,0.999951,0.999977,0,0,Y
DFT_1134,Ti40V15Ta25W20,2.998659,163.99,242.45,124.76,75.56,58.84,163.99,68.87,67.85,68.36,180.06,0.3170,2.3989,49.20,1.2841,5.51,0.999922,0.999978,0,0,Y
DFT_1135,Ti40V15Nb20Ta25,3.029308,141.17,198.69,112.41,63.78,43.14,141.17,55.53,53.54,54.53,144.93,0.3289,2.5888,48.63,1.4784,3.82,0.999967,0.999985,0,0,Y
DFT_1136,Ti40V15Nb35W10,3.005778,147.19,217.72,111.92,56.68,52.90,147.19,55.17,55.10,55.14,147.05,0.3335,2.6696,55.24,1.0715,3.62,0.999980,0.999981,0,0,Y
DFT_1137,Ti40V20Ta25Mo15,2.986446,153.69,226.64,117.22,65.10,54.71,153.69,60.94,60.50,60.72,160.97,0.3254,2.5310,52.12,1.1899,4.45,0.999976,0.999996,0,0,Y
DFT_1138,Ti40V20Nb20Ta15Mo5,3.002519,143.19,206.55,111.51,58.99,47.52,143.19,54.40,53.80,54.10,144.14,0.3322,2.6468,52.52,1.2414,3.61,0.999982,0.999979,0,0,Y
DFT_1139,Ti40V20Nb25Mo15,2.977583,148.58,224.40,110.67,51.86,56.86,148.58,53.86,53.75,53.81,144.04,0.3384,2.7613,58.81,0.9120,3.27,0.999980,0.999976,0,0,Y
DFT_1140,Ti40V25Mo20W15,2.933628,170.07,268.96,120.62,63.12,74.17,170.07,67.54,67.12,67.33,178.44,0.3251,2.5260,57.51,0.8510,4.94,0.999958,0.999893,0,0,Y
DFT_1141,Ti40V35Ta10Mo5W10,2.942665,154.42,227.70,117.78,62.09,54.96,154.42,59.24,59.03,59.13,157.31,0.3302,2.6115,55.69,1.1297,4.08,0.999973,0.999972,0,0,Y
DFT_1142,Ti40V40Nb5W15,2.926013,154.70,228.83,117.63,59.21,55.60,154.70,57.77,57.71,57.74,154.05,0.3340,2.6792,58.42,1.0649,3.77,0.999979,0.999967,0,0,Y
DFT_1143,Ti40Hf5Nb10Ta15W30,3.028023,169.51,255.31,126.61,77.97,64.35,169.51,72.52,71.89,72.20,189.68,0.3135,2.3476,48.64,1.2117,6.01,0.999978,0.999986,2,2,Y
DFT_1144,Ti40Hf15Ta30Mo15,3.068794,148.86,188.60,128.99,69.79,29.81,148.86,53.80,45.42,49.61,133.95,0.3500,3.0006,59.19,2.3416,2.43,0.999956,0.999935,0,0,Y
DFT_1145,Ti40Hf15Nb10Mo20W15,3.029341,159.37,240.62,118.75,68.05,60.94,159.37,65.20,65.01,65.11,171.91,0.3202,2.4478,50.70,1.1167,5.08,0.999982,0.999981,0,0,Y
DFT_1147,Ti40Hf15Nb30Ta15,3.094437,135.14,181.86,111.78,66.19,35.04,135.14,53.73,48.83,51.28,136.56,0.3316,2.6354,45.59,1.8889,3.44,0.999988,0.999990,0,1,Y
DFT_1148,Ti40Hf15V15W30,3.005932,160.82,234.38,124.04,74.30,55.17,160.82,66.65,65.25,65.95,174.06,0.3196,2.4385,49.74,1.3467,5.17,0.999975,0.999979,0,0,Y
DFT_1149,Ti40Hf15V40Nb5,2.980919,126.73,168.37,105.91,57.98,31.23,126.73,47.28,43.18,45.23,121.27,0.3405,2.8018,47.93,1.8566,2.57,0.999923,0.999997,0,0,Y
DFT_1150,Ti40Hf20Nb5Ta25Mo10,3.086923,144.03,193.29,119.40,72.72,36.95,144.03,58.41,52.42,55.41,147.34,0.3295,2.5992,46.68,1.9681,3.85,0.999975,0.999992,0,0,Y
DFT_1151,Ti40Hf20V20Ta10W10,3.036753,139.05,185.83,115.66,70.01,35.09,139.05,56.04,50.07,53.06,141.21,0.3307,2.6208,45.65,1.9952,3.61,0.999976,0.999994,0,0,Y
DFT_1152,Ti40Hf25Nb15Ta5W15,3.086226,145.21,196.23,119.70,72.58,38.26,145.21,58.85,53.42,56.14,149.18,0.3288,2.5867,47.12,1.8968,3.94,0.999985,0.999990,0,0,Y
DFT_1153,Ti40Hf25V20Ta15,3.065100,132.21,165.17,115.73,70.46,24.72,132.21,52.16,40.49,46.33,124.44,0.3431,2.8539,45.27,2.8502,2.53,0.999887,0.999997,0,1,Y
DFT_1154,Ti40Hf30Mo15W15,3.066393,152.91,213.44,122.64,72.98,45.40,152.91,61.95,58.71,60.33,159.95,0.3257,2.5346,49.67,1.6075,4.41,0.999980,0.999994,0,0,Y
DFT_1155,Ti40Hf30Ta5Mo20W5,3.073972,147.02,202.96,119.05,70.73,41.95,147.02,59.22,55.50,57.36,152.28,0.3274,2.5631,48.32,1.6860,4.10,0.999991,0.999993,0,0,Y
DFT_1156,Ti40Hf35Nb20Ta5,3.129925,133.53,165.83,117.38,72.36,24.23,133.53,53.11,40.32,46.71,125.50,0.3434,2.8587,45.02,2.9869,2.55,0.999934,0.999991,0,0,Y
DFT_1157,Ti40Hf40Nb5Ta10Mo5,3.130426,135.89,166.92,120.37,76.33,23.27,135.89,55.11,39.92,47.51,127.66,0.3434,2.8600,44.05,3.2796,2.60,0.999881,0.999987,0,0,Y
DFT_1158,Ti40Hf40V5Mo15,3.097367,137.48,176.29,118.07,71.01,29.11,137.48,54.25,45.06,49.65,132.96,0.3388,2.7688,47.07,2.4393,2.97,0.999991,0.999994,0,0,Y
DFT_1159,Ti40Zr5Nb15Ta30Mo10,3.059921,145.67,209.16,113.93,66.90,47.62,145.67,59.19,57.57,58.38,154.50,0.3232,2.4952,47.03,1.4050,4.41,0.999982,0.999982,0,0,Y
DFT_1160,Ti40Zr5V5Ta20Mo30,3.007411,157.97,243.29,115.31,64.52,63.99,157.97,64.31,64.31,64.31,169.87,0.3208,2.4565,50.79,1.0082,4.98,0.999977,0.999975,0,0,Y
DFT_1161,Ti40Zr5V40Mo15,2.926741,144.17,213.45,109.53,51.13,51.96,144.17,51.46,51.46,51.46,137.96,0.3405,2.8017,58.40,0.9840,3.01,0.999982,0.999963,0,0,Y
DFT_1162,Ti40Zr5Hf5Nb5Ta15W30,3.037905,164.10,243.86,124.22,76.51,59.82,164.10,69.84,68.83,69.33,182.32,0.3148,2.3668,47.71,1.2790,5.71,0.999971,0.999933,1,2,Y
DFT_1163,Ti40Zr5Hf5V15Ta30Mo5,3.042893,135.18,180.35,112.59,67.91,33.88,135.18,54.30,48.44,51.37,136.78,0.3314,2.6315,44.69,2.0044,3.46,0.999966,0.999978,0,0,Y
DFT_1164,Ti40Zr5Hf5V40Mo10,2.947999,135.61,193.39,106.72,53.53,43.33,135.61,49.45,48.93,49.19,131.65,0.3382,2.7569,53.19,1.2353,2.96,0.999966,0.999983,0,0,Y
DFT_1165,Ti40Zr5Hf10V10Nb5Mo30,3.007848,147.61,222.94,109.94,58.28,56.50,147.61,57.57,57.55,57.56,152.81,0.3275,2.5645,51.67,1.0314,4.11,0.999985,0.999970,0,0,Y
DFT_1166,Ti40Zr5Hf20Ta5W30,3.063546,155.89,219.93,123.87,77.65,48.03,155.89,65.80,62.28,64.04,168.99,0.3193,2.4342,46.22,1.6166,5.05,0.999819,0.999992,0,0,Y
DFT_1167,Ti40Zr5Hf20Nb25Mo10,3.091981,133.84,182.20,109.66,62.07,36.27,133.84,51.75,48.32,50.04,133.48,0.3338,2.6748,47.59,1.7113,3.24,0.999988,0.999981,0,0,Y
DFT_1168,Ti40Zr5Hf20V30Nb5,3.034193,122.53,156.30,105.65,62.18,25.32,122.53,47.44,39.30,43.37,116.38,0.3417,2.8252,43.46,2.4555,2.38,0.999924,0.999985,0,0,Y
DFT_1169,Ti40Zr10Ta5Mo30W15,3.004690,165.74,263.25,116.98,66.49,73.13,165.74,69.15,69.00,69.07,181.94,0.3170,2.3995,50.49,0.9092,5.56,0.999992,0.999873,0,0,Y
DFT_1170,Ti40Zr10V15Nb10W25,3.004274,153.29,227.80,116.04,65.66,55.88,153.29,61.75,61.37,61.56,162.87,0.3229,2.4902,50.38,1.1750,4.66,0.999954,0.999978,0,0,Y
DFT_1171,Ti40Zr10V20Mo25W5,2.972127,149.58,230.41,109.16,56.47,60.62,149.58,58.13,58.06,58.10,154.32,0.3281,2.5745,52.69,0.9316,4.12,0.999820,0.999951,0,0,Y
DFT_1172,Ti40Zr10V20Mo30,2.969631,147.60,228.34,107.23,53.89,60.56,147.60,56.56,56.37,56.47,150.24,0.3304,2.6140,53.34,0.8899,3.88,0.999986,0.999937,0,0,Y
DFT_1173,Ti40Zr10Hf5V10Ta35,3.078101,132.70,168.29,114.91,70.65,26.69,132.70,53.07,42.59,47.83,128.10,0.3391,2.7744,44.25,2.6472,2.82,0.999911,0.999994,2,2,Y
DFT_1174,Ti40Zr15Mo30W15,3.013298,158.45,250.14,112.61,63.44,68.76,158.45,65.57,65.47,65.52,172.75,0.3183,2.4183,49.16,0.9226,5.22,0.999996,0.999884,0,0,Y
DFT_1175,Ti40Zr15Ta15W30,3.048846,156.36,230.26,119.41,74.76,55.42,156.36,67.03,65.61,66.32,174.31,0.3142,2.3578,44.65,1.3490,5.53,0.999971,0.999979,0,0,Y
